,index,npi,entity_code,full_zip,state,country,provider_type,medicare_participation_indicator,number_of_hcpcs,number_of_services,total_beneficiaries,total_submitted_charges,total_allowed_payment,total_medicare_payment,total_medicare_standardized_payment,avg_beneficiary_age,avg_hcc_risk_score,medicare_payment_per_person,submitted_charges_per_person,services_per_person,submitted_charges_per_service,medicare_payment_per_service,percentage_rate,region,subregion,total_pop,percent_black,percent_white,percent_native_amer,percent_hispanic,percent_other,percent_asian,percent_two_or_more_races,majority,payrate_level,ypred_rf
8283,337932,1730386863,I,92065,CA,US,Internal Medicine,Y,19,278.0,111,14537.48,3301.21,2600.46,2620.25,63,1.2517,23.43,130.97,2.5,52.29,9.35,0.17887969579321866,West,Pacific,36309.0,0.007849293563579277,0.6743507119446969,0.005370569280343717,0.2547302321738412,0.0008813241895948662,0.028835825828307037,0.027155801591891817,majority_white,low,high
8300,857263,1982682662,I,30097,GA,US,Hematology-Oncology,Y,44,8478.0,73,253817.38,55016.08,41766.41,42188.77,76,1.9361,572.14,3476.95,116.14,29.94,4.93,0.16455299475552068,South,South Atlantic,46905.0,0.11020147105852254,0.3955228653661657,0.004903528408485236,0.059481931563799176,0.00279287922396333,0.4069502185268095,0.02014710585225456,no_majority,low,high
9279,965880,1326013871,I,46250,IN,US,Licensed Clinical Social Worker,Y,3,115.0,12,11688.0,2560.85,1880.0,1939.1,55,1.2438,156.67,974.0,9.58,101.63,16.35,0.16084873374401096,Midwest,East North Central,19001.0,0.14620283142992474,0.7320667333298247,0.0,0.05731277301194674,0.002368296405452345,0.036524393452976166,0.02552497236987527,majority_white,low,high
10420,1082310,1790797512,I,87901,NM,US,Nurse Practitioner,Y,18,118.0,56,6243.3,1900.32,895.83,1020.73,70,0.8411,16.0,111.49,2.11,52.91,7.59,0.14348661765412524,West,Mountain,6398.0,0.0087527352297593,0.6742732103782432,0.01625507971241013,0.2747733666770866,0.002188183807439825,0.010940919037199123,0.012816505157861832,majority_white,low,high
11412,90905,1477755726,I,44060,OH,US,Audiologist,Y,4,46.0,24,2196.0,1255.48,380.38,441.8,75,0.8231,15.85,91.5,1.92,47.74,8.27,0.17321493624772313,Midwest,East North Central,60476.0,0.0073086844368013765,0.9443250214961308,0.0001653548515113433,0.018023678814736425,0.000297638732720418,0.017329188438388782,0.01255043322971096,majority_white,low,high
11643,572650,1659365880,I,10016,NY,US,Pulmonary Disease,Y,8,721.0,255,39900.0,9303.06,7114.71,6544.71,72,1.8772,27.9,156.47,2.83,55.34,9.87,0.17831353383458648,Northeast,Middle Atlantic,51057.0,0.034862996259082984,0.6627103041698493,0.0006071645415907711,0.06939303131793878,0.011810329631588226,0.1909238694008657,0.029692304679084163,majority_white,low,high
12020,107036,1821533571,I,43160,OH,US,Nurse Practitioner,Y,8,60.0,49,4092.0,735.53,592.19,608.15,65,1.1624,12.09,83.51,1.22,68.2,9.87,0.14471896383186708,Midwest,East North Central,21854.0,0.018028736158140383,0.930630548183399,0.0,0.017022055458954882,0.0013727464079802325,0.011942893749428023,0.021003020042097555,majority_white,low,high
12325,627731,1346238730,I,8360,NJ,US,Cardiology,Y,2,16.0,12,1616.0,605.86,300.75,263.52,80,2.0172,25.06,134.67,1.33,101.0,18.8,0.18610767326732675,Northeast,Middle Atlantic,42197.0,0.12316041424745836,0.3517311657226817,0.0006872526482925327,0.4838969594994905,0.0013745052965850654,0.008934284427802924,0.02988364101713392,no_majority,low,high
13274,873700,1427365121,I,27892,NC,US,Licensed Clinical Social Worker,Y,2,14.0,12,1290.0,352.18,261.06,266.65,58,1.6961,21.76,107.5,1.17,92.14,18.65,0.20237209302325584,South,South Atlantic,14161.0,0.3756090671562743,0.5775015888708425,0.00324835816679613,0.024433302732857848,0.0,0.009321375609067156,0.009886307464162136,majority_white,low,high
13370,735000,1093762536,I,2115,MA,US,"Psychologist, Clinical",Y,3,272.0,26,20527.0,5778.88,4156.96,3951.17,62,1.2655,159.88,789.5,10.46,75.47,15.28,0.2025118137087738,Northeast,New England,29108.0,0.07791672392469425,0.5826233337913975,0.0008245155970867115,0.15116119279923046,0.005290641747973066,0.1554555448673904,0.02610966057441253,majority_white,low,high
13906,296546,1275859027,I,92868,CA,US,Internal Medicine,Y,26,2333.0,183,212381.0,50011.91,37434.71,35343.56,69,1.6457,204.56,1160.55,12.75,91.03,16.05,0.17626204792330766,West,Pacific,27693.0,0.03769905752356191,0.3044090564402557,0.001516628750947893,0.5021485573971762,0.0,0.13259668508287292,0.019318961470407684,majority_hispanic,low,high
14348,63274,1861470387,I,62301,IL,US,Internal Medicine,Y,7,1491.0,937,90924.59,15660.27,12039.61,12510.8,75,2.1852,12.85,97.04,1.59,60.98,8.07,0.13241313488463352,Midwest,East North Central,32078.0,0.07098322838082173,0.8715007170023069,0.0012781345470415859,0.01973315044578839,0.0021821809339734395,0.010287424403017643,0.022819377766693686,majority_white,low,high
14723,110410,1902077233,I,45409,OH,US,Nurse Practitioner,Y,5,110.0,69,13420.0,6332.87,1677.07,1898.19,75,2.4255,24.31,194.49,1.59,122.0,15.25,0.12496795827123695,Midwest,East North Central,15593.0,0.03315590328993779,0.9054704033861348,0.0,0.02578079907650869,0.00012826268197268004,0.02308728275508241,0.012377348810363623,majority_white,low,high
15758,931430,1144263641,I,22601,VA,US,Urology,Y,8,4035.0,33,7374.44,3351.61,629.29,724.06,75,0.9291,19.07,223.47,122.27,1.83,0.16,0.08533393722099576,South,South Atlantic,28759.0,0.10069891164505024,0.6593761952780001,0.002225390312597796,0.17785736638965194,0.00038248895997774617,0.01627316666087138,0.04318648075385097,majority_white,low,high
17706,555922,1437509049,I,12065,NY,US,Nurse Practitioner,Y,6,37.0,11,1771.0,435.34,362.07,430.05,73,3.3289999999999997,32.92,161.0,3.36,47.86,9.79,0.2044438170525127,Northeast,Middle Atlantic,42868.0,0.02838947466641784,0.8436362788093683,0.003405803863021368,0.04357562750769805,0.004058971727162452,0.05680227675655501,0.02013156666977699,majority_white,low,high
17936,357678,1952459778,I,91402,CA,US,Family Practice,Y,45,1173.0,184,51260.0,8543.08,8140.06,8331.43,63,1.6254,44.24,278.59,6.38,43.7,6.94,0.158799453765119,West,Pacific,70686.0,0.033104150751209566,0.09187109187109188,0.0009478538890303595,0.7290835526129644,0.0022493846023257788,0.13951843363608069,0.002546473134708429,majority_hispanic,low,high
18986,1038235,1457626467,I,54449,WI,US,"Psychologist, Clinical",Y,6,733.0,128,82056.0,17807.87,13468.04,14048.43,58,1.5873,105.22,641.06,5.73,111.95,18.37,0.16413229989275618,Midwest,East North Central,25893.0,0.004788939095508439,0.9355810450700962,0.0010427528675703858,0.01896265399915035,0.0011586142973004287,0.0273819178928668,0.011084076777507435,majority_white,low,high
19470,267054,1659716991,I,74104,OK,US,Nurse Practitioner,Y,1,11.0,11,627.0,148.95,85.04,93.47,77,1.2545,7.73,57.0,1.0,57.0,7.73,0.13562998405103668,South,West South Central,11454.0,0.051248472149467435,0.6859612362493452,0.037541470228741054,0.11585472324078926,0.0018334206390780519,0.04243059193294919,0.06513008555962982,majority_white,low,high
19686,339367,1750396123,I,95129,CA,US,Internal Medicine,Y,10,424.0,17,3673.0,1570.05,595.52,534.01,85,1.0161,35.03,216.06,24.94,8.66,1.4,0.1621344949632453,West,Pacific,39828.0,0.01270462990860701,0.2272772923571357,0.001129858391081651,0.05486090187807573,0.001456261926283017,0.6755548860098424,0.02701616952897459,majority_asian,low,high
21147,330763,1659563641,I,92054,CA,US,Family Practice,Y,12,217.0,124,17409.0,3075.74,2643.77,2617.01,65,1.4762,21.32,140.4,1.75,80.23,12.18,0.1518622551553794,West,Pacific,42173.0,0.034998695848054436,0.5233680316790363,0.005098048514452375,0.3650914091954568,0.0004031015104450714,0.02755317383159841,0.034477035069831415,majority_white,low,high
21980,881277,1629372974,I,27617,NC,US,Nurse Practitioner,Y,4,67.0,34,5455.0,3932.49,768.24,1048.04,64,1.6048,22.6,160.44,1.97,81.42,11.47,0.14083226397800186,South,South Atlantic,18856.0,0.17909418752651676,0.6649342384386933,0.0,0.05022274077216801,0.0016440390326686466,0.071754348748409,0.030123037759864236,majority_white,low,high
22852,221243,1447634233,I,32619,FL,US,Nurse Practitioner,Y,25,170.0,92,10655.0,1993.97,1330.32,1292.02,71,1.1178,14.46,115.82,1.85,62.68,7.83,0.12485405912717032,South,South Atlantic,5326.0,0.003379647014645137,0.94742771310552,0.0,0.04018024784078107,0.0,0.0011265490048817126,0.007885843034171986,majority_white,low,high
23055,262118,1255362646,I,73005,OK,US,Optometry,Y,10,557.0,201,69854.0,19927.3,13267.55,14277.64,68,1.4158,66.01,347.53,2.77,125.41,23.82,0.1899325736536204,South,West South Central,9585.0,0.03974960876369328,0.3856025039123631,0.3801773604590506,0.10286906624934794,0.0014606155451225874,0.011371935315597288,0.07876890975482524,no_majority,low,high
23502,502900,1154878783,O,63367,MO,US,Mass Immunizer Roster Biller,Y,6,552.0,276,58246.24,11723.56,11488.2,11691.37,79,1.4185,41.62,211.04,2.0,105.52,20.81,0.1972350489920036,Midwest,West North Central,24228.0,0.032648175664520385,0.8808403500082549,0.0,0.0496532937097573,0.0,0.014776291893676737,0.022081888723790657,majority_white,low,high
23742,748208,1477571420,O,2138,MA,US,Clinical Laboratory,Y,6,503.0,55,15646.97,2158.65,2114.76,2114.76,79,1.3899,38.45,284.49,9.15,31.11,4.2,0.1351546018174765,Northeast,New England,38835.0,0.049233938457576926,0.6684949143813571,0.0006952491309385864,0.08412514484356895,0.0043517445603193,0.15213080983648772,0.04065919917600103,majority_white,low,high
24134,875420,1477550473,I,27565,NC,US,General Practice,Y,12,57.0,31,3725.0,2208.95,661.48,1684.28,70,0.9988,21.34,120.16,1.84,65.35,11.6,0.1775785234899329,South,South Atlantic,25375.0,0.4031133004926109,0.49442364532019706,0.006620689655172414,0.06711330049261084,0.0034285714285714284,0.004807881773399015,0.020492610837438426,no_majority,low,high
28940,1106268,1982902185,I,84108,UT,US,"Psychologist, Clinical",Y,4,118.0,11,6779.4,1573.36,1233.48,1234.46,65,0.9157,112.13,616.31,10.73,57.45,10.45,0.18194530489423846,West,Mountain,22433.0,0.006954040921856194,0.8377390451566888,0.0032987117193420405,0.056390139526590284,0.0030758257923594705,0.06811393928587349,0.0225114786252396,majority_white,low,high
30580,182241,1578659017,I,81004,CO,US,Family Practice,Y,34,1228.0,216,89184.57,35964.51,17847.09,21087.74,76,1.2244,82.63,412.89,5.69,72.63,14.53,0.2001141004548208,West,Mountain,26033.0,0.028271808857987937,0.4461260707563477,0.007106364998271425,0.4927976030422925,0.0010755579456843238,0.005339376944647179,0.019283217454768947,no_majority,low,high
34190,363920,1023444551,I,75494,TX,US,Nurse Practitioner,Y,9,149.0,98,7786.0,1277.35,1193.31,1181.76,72,1.0735,12.18,79.45,1.52,52.26,8.01,0.1532635499614693,South,West South Central,9489.0,0.04510485825692906,0.8181051744124777,0.0009484666455896301,0.1192960269786068,0.004004636948045105,0.0007376962799030457,0.01180314047844873,majority_white,low,high
35011,195228,1073544532,I,33462,FL,US,Hematology-Oncology,Y,2,56.0,55,6418.0,1645.32,1212.7,1246.28,77,2.3306,22.05,116.69,1.02,114.61,21.66,0.1889529448426301,South,South Atlantic,33173.0,0.2035691676966208,0.5138516263226117,0.00018086998462605133,0.2569861031561813,0.002260874807825641,0.0077171193440448566,0.015343803695776688,majority_white,low,high
35283,1096905,1609130681,I,5401,VT,US,Pathology,Y,3,856.0,595,67018.0,15956.56,11781.54,11864.52,73,1.5295,19.8,112.64,1.44,78.29,13.76,0.1757966516458265,Northeast,New England,28913.0,0.06173693494275932,0.822329056133919,0.002766921454017225,0.027357935876595303,0.0012105281361325356,0.0637429529969218,0.020440632241552244,majority_white,low,high
36061,761498,1851420517,I,1904,MA,US,"Psychologist, Clinical",Y,1,37.0,12,4181.0,957.93,716.97,697.53,50,1.4997,59.75,348.42,3.08,113.0,19.38,0.17148289882803158,Northeast,New England,17142.0,0.05261929763154825,0.6414654066036635,0.0,0.24530393186325986,0.001225061253062653,0.028468090071170224,0.03091821257729553,majority_white,low,high
38682,976449,1780638619,I,46254,IN,US,"Psychologist, Clinical",Y,7,117.0,15,14018.0,3047.31,2340.45,2464.22,66,1.6265,156.03,934.53,7.8,119.81,20.0,0.16696033670994434,Midwest,East North Central,40603.0,0.5594414205846858,0.20274363963253947,0.0002462872201561461,0.16222939191685345,0.004802600793044849,0.03095830357362756,0.03957835627909268,majority_black,low,high
38783,867303,1255535258,I,28739,NC,US,Podiatry,Y,16,109.0,60,13035.0,6302.26,2060.86,2510.64,81,1.5955,34.35,217.25,1.82,119.59,18.91,0.15810203298810896,South,South Atlantic,21474.0,0.017230138772469032,0.8712396386327652,0.005262177516997299,0.06305299431871099,0.0009779267951941883,0.008009686132066686,0.03422743783179659,majority_white,low,high
38877,253806,1922153824,I,32805,FL,US,Internal Medicine,Y,4,29.0,15,513.94,127.86,96.58,99.34,64,1.9099,6.44,34.26,1.93,17.72,3.33,0.1879207689613573,South,South Atlantic,20695.0,0.7507127325440928,0.13732785697028269,0.00033824595312877505,0.09253442860594346,0.0,0.0027542884754771678,0.01633244745107514,majority_black,low,high
39456,1085030,1336140219,I,59405,MT,US,Rheumatology,Y,16,303.0,178,23868.0,16691.43,3440.89,8273.27,71,1.4621,19.33,134.09,1.7,78.77,11.36,0.144163314898609,West,Mountain,31337.0,0.02434821457063535,0.812745317037368,0.0502281647892268,0.06828988097137569,0.0,0.007658678239780452,0.035676676133643934,majority_white,low,high
41656,519840,1922082361,I,63110,MO,US,Internal Medicine,Y,6,68.0,22,2992.0,553.16,528.7,529.6,64,2.6291,24.03,136.0,3.09,44.0,7.78,0.17670454545454548,Midwest,West North Central,18208.0,0.3074472759226713,0.5876537785588752,0.00010984182776801404,0.03756590509666082,0.0058216168717047465,0.04519991212653779,0.016201669595782075,majority_white,low,high
44499,96447,1598869174,I,43338,OH,US,Internal Medicine,Y,12,914.0,526,95779.0,9354.89,7307.21,7533.24,72,1.7385,13.89,182.09,1.74,104.79,7.99,0.07629240230113073,Midwest,East North Central,10164.0,0.004427390791027155,0.959464777646596,0.002853207398661944,0.024990161353797717,0.0,0.0,0.008264462809917356,majority_white,low,high
45803,365731,1053464610,I,75652,TX,US,Emergency Medicine,Y,4,624.0,31,59984.0,9469.77,6934.57,7243.36,72,1.9368,223.7,1934.97,20.13,96.13,11.11,0.11560699519871966,South,West South Central,16946.0,0.22341555529328447,0.5617844919154963,0.0,0.19373303434438804,0.0,0.009264723238522366,0.011802195208308743,majority_white,low,high
46058,903722,1255421509,I,96778,HI,US,Nurse Practitioner,Y,17,275.0,129,8663.3,2050.75,1552.92,1508.41,68,1.0232,12.04,67.16,2.13,31.5,5.65,0.17925270970646293,West,Pacific,15125.0,0.005355371900826447,0.40317355371900826,0.0044297520661157035,0.2132892561983471,0.002446280991735537,0.07894214876033058,0.17084297520661154,no_majority,low,high
46549,470474,1679566731,I,41240,KY,US,Family Practice,Y,20,726.0,174,69556.84,25340.75,13289.39,15039.74,67,1.1273,76.38,399.75,4.17,95.81,18.3,0.1910579894083745,South,East South Central,6610.0,0.009682299546142208,0.9655068078668684,0.003025718608169441,0.007715582450832072,0.0,0.013010590015128594,0.0010590015128593038,majority_white,low,high
47673,742687,1316366008,I,2135,MA,US,Nurse Practitioner,Y,5,13.0,11,518.0,104.51,102.41,102.41,65,1.1613,9.31,47.09,1.18,39.85,7.88,0.1977027027027027,Northeast,New England,44760.0,0.03941018766756032,0.658065236818588,0.0021224307417336908,0.12037533512064345,0.01409740840035746,0.1436550491510277,0.020330652368185882,majority_white,low,high
48633,524533,1033474374,I,10029,NY,US,Cardiology,Y,8,1265.0,22,45013.6,8041.56,6305.81,5753.5,73,1.3011,286.63,2046.07,57.5,35.58,4.98,0.1400867737750369,Northeast,Middle Atlantic,79597.0,0.25827606568086736,0.15465406987700542,0.0005402213651268264,0.4789376484038343,0.0027639232634395767,0.09290551151425304,0.011708984006934934,no_majority,low,high
48902,697314,1437436011,O,70454,LA,US,Pharmacy,Y,6,102.0,44,21667.27,4458.87,4369.53,4574.42,72,1.1691,99.31,492.44,2.32,212.42,42.84,0.20166499979000585,South,West South Central,29440.0,0.14612771739130434,0.7860054347826086,0.0002717391304347826,0.03733016304347826,0.0009171195652173912,0.0048233695652173895,0.02452445652173913,majority_white,low,high
50609,969693,1487745972,I,47591,IN,US,Family Practice,Y,4,1034.0,506,112370.0,18922.87,14340.62,15065.8,71,1.3888,28.34,222.08,2.04,108.68,13.87,0.12761964937260836,Midwest,East North Central,25416.0,0.041627321372363864,0.9091910607491344,0.0008655964746616305,0.020026754800125904,0.0006295247088448223,0.011174063581995594,0.014636449480642116,majority_white,low,high
52249,547537,1336139492,I,13413,NY,US,Family Practice,Y,20,554.0,155,57823.85,14768.66,11312.17,11619.35,75,3.5275,72.98,373.06,3.57,104.38,20.42,0.19563156033366846,Northeast,Middle Atlantic,16382.0,0.01928946404590404,0.9021486997924552,0.003540471248931755,0.024600170919301674,0.0,0.03241362471004761,0.017152972774996948,majority_white,low,high
52433,503025,1164598579,I,63112,MO,US,Internal Medicine,Y,46,852.0,192,81596.04,14854.16,13143.17,13520.13,61,1.3530000000000002,68.45,424.98,4.44,95.77,15.43,0.16107607673117472,Midwest,West North Central,18744.0,0.6875800256081946,0.2197503201024328,0.003201024327784891,0.02715535638070849,0.001227059325650875,0.03313060179257362,0.027955612462654718,majority_black,low,high
52625,256705,1962746172,I,33487,FL,US,Physician Assistant,Y,28,3569.0,261,209012.03,38311.41,28312.31,26675.22,79,1.7642,108.48,800.81,13.67,58.56,7.93,0.13545780116101452,South,South Atlantic,20176.0,0.033207771609833465,0.8045697858842189,0.0004956383822363205,0.13089809674861222,0.0016851704996034894,0.020469865186360032,0.008673671689135607,majority_white,low,high
53663,666602,1407931355,I,48109,MI,US,Nurse Practitioner,Y,7,35.0,25,3809.0,1138.07,701.23,722.72,63,1.036,28.05,152.36,1.4,108.83,20.04,0.18409818850091889,Midwest,East North Central,5534.0,0.0681243223707987,0.6248644741597398,0.0010842067220816767,0.06866642573183954,0.0,0.2003975424647633,0.03686302855077701,majority_white,low,high
54812,509163,1437521036,I,65109,MO,US,Nurse Practitioner,Y,3,57.0,36,4192.0,3414.18,603.52,744.57,80,2.5869999999999997,16.76,116.44,1.58,73.54,10.59,0.14396946564885496,Midwest,West North Central,39417.0,0.08450668493289698,0.8292868559251084,0.0007357231651317959,0.032803105259152136,0.0020803206738209397,0.024253494685034373,0.025978638658446858,majority_white,low,high
55203,719945,1548234826,I,37403,TN,US,Internal Medicine,Y,19,565.0,151,43503.0,20539.14,6799.65,9530.46,64,2.7675,45.03,288.1,3.74,77.0,12.03,0.15630301358526996,South,East South Central,7199.0,0.18224753437977492,0.7471871093207391,0.0006945409084595083,0.03639394360327823,0.0009723572718433117,0.0168078899847201,0.015696624531184887,majority_white,low,high
55812,1078060,1144217787,I,88001,NM,US,Family Practice,Y,20,992.0,289,93616.48,36941.16,15295.97,16185.9,76,1.2672,52.93,323.93,3.43,94.37,15.42,0.1633897151441712,West,Mountain,36800.0,0.02877717391304348,0.23855978260869565,0.012771739130434785,0.6924456521739131,0.0007065217391304348,0.017092391304347827,0.008994565217391304,majority_hispanic,low,high
57364,545284,1306164157,I,13210,NY,US,Pathology,Y,1,47.0,44,3854.0,965.38,756.7,699.5,75,1.8509,17.2,87.59,1.07,82.0,16.1,0.19634146341463413,Northeast,Middle Atlantic,28234.0,0.1972798753276192,0.5694552666997237,0.003045972940426436,0.08599560813203938,0.0025501168803570163,0.11156761351561946,0.030105546504214774,majority_white,low,high
57743,378215,1225296437,I,77833,TX,US,Internal Medicine,Y,3,36.0,34,2944.0,507.29,258.86,300.57,75,0.8321,7.61,86.59,1.06,81.78,7.19,0.08792798913043479,South,West South Central,29737.0,0.14039748461512594,0.6386320072636782,0.0026566230621784307,0.18290345360998084,0.0,0.01973971819618657,0.015670713252849983,majority_white,low,high
57853,288040,1184735201,I,92069,CA,US,Internal Medicine,Y,7,131.0,74,8068.0,1200.14,1012.93,1001.37,71,1.49,13.69,109.03,1.77,61.59,7.73,0.12554908279623206,West,Pacific,51447.0,0.021167415009621552,0.362528427313546,0.003129434174976189,0.4896301047680137,0.0010496238847746225,0.08723540731237972,0.0287869069139114,no_majority,low,high
60171,627149,1326111238,I,7028,NJ,US,Internal Medicine,Y,7,79.0,31,6325.32,4379.13,1092.41,1100.31,77,0.7928,35.24,204.04,2.55,80.07,13.83,0.1727043058691102,Northeast,Middle Atlantic,7685.0,0.061288223812621986,0.7312947299934938,0.0,0.0900455432661028,0.0,0.05595315549772284,0.06141834743005856,majority_white,low,high
61922,189259,1952407744,I,81082,CO,US,Nurse Practitioner,Y,8,164.0,115,10583.0,2106.73,1970.08,1967.39,71,0.9940000000000001,17.13,92.03,1.43,64.53,12.01,0.1861551544930549,West,Mountain,11506.0,0.00121675647488267,0.49269946115070395,0.021119415956892058,0.4583695463236572,0.0010429341213280027,0.008256561793846689,0.01729532417868938,no_majority,low,high
62350,560037,1497095707,I,13617,NY,US,Osteopathic Manipulative Medicine,Y,5,62.0,43,4547.0,669.09,655.71,655.71,70,0.9351,15.25,105.74,1.44,73.34,10.58,0.1442071695623488,Northeast,Middle Atlantic,11034.0,0.03733913358709443,0.8936015950697843,0.0024469820554649264,0.030723219140837414,0.0015406924052927314,0.01939459851368497,0.014319376472720682,majority_white,low,high
63053,685226,1861729766,I,48075,MI,US,Nurse Practitioner,Y,11,206.0,173,15722.0,2600.1,2248.06,1918.91,70,2.6111,12.99,90.88,1.19,76.32,10.91,0.14298816944409107,Midwest,East North Central,22052.0,0.7441048430981317,0.1840649374206421,0.0009522945764556504,0.020270270270270268,0.01020315617631054,0.014420460729185562,0.025984037729004168,majority_black,low,high
64953,1015207,1235147893,I,35233,AL,US,Pulmonary Disease,Y,11,1412.0,501,65110.0,18403.32,12817.94,13576.4,65,2.5099,25.58,129.96,2.82,46.11,9.08,0.19686591921363847,South,East South Central,1715.0,0.23965014577259475,0.5551020408163265,0.010495626822157435,0.028571428571428567,0.0,0.1282798833819242,0.037900874635568516,majority_white,low,high
65262,62417,1841309994,I,60304,IL,US,Internal Medicine,Y,37,142.0,26,14538.59,4048.14,2939.5,2945.71,73,1.1892,113.06,559.18,5.46,102.38,20.7,0.2021860441762234,Midwest,East North Central,17641.0,0.147043818377643,0.6645881752735106,0.0,0.09630973300833286,0.0018706422538404847,0.04200442151805453,0.04818320956861856,majority_white,low,high
65992,693984,1225086960,I,70520,LA,US,General Practice,Y,14,128.0,64,8081.0,5267.65,1337.26,1797.92,73,0.8149,20.89,126.27,2.0,63.13,10.45,0.16548199480262346,South,West South Central,19600.0,0.3158673469387755,0.6168367346938776,0.0,0.05729591836734694,0.0,0.00010204081632653062,0.00989795918367347,majority_white,low,high
66343,983339,1225326945,I,68133,NE,US,Optometry,Y,15,66.0,43,7944.0,4441.96,1320.9,1731.58,72,1.3401,30.72,184.74,1.53,120.36,20.01,0.16627643504531722,Midwest,West North Central,11191.0,0.0366365829684568,0.8410329729246716,0.0012510052720936468,0.06424805647395228,0.0,0.03172191939951747,0.025109462961308195,majority_white,low,high
70137,352917,1902233521,O,94598,CA,US,Clinical Laboratory,Y,5,2846.0,403,90934.76,18458.1,18091.68,18091.68,77,2.4725,44.89,225.64,7.06,31.95,6.36,0.1989523038274913,West,Pacific,27780.0,0.01515478761699064,0.6653347732181425,0.0,0.10125989920806336,0.0010439164866810654,0.16515478761699065,0.050143988480921525,majority_white,low,high
74958,102372,1720408396,I,44136,OH,US,Nurse Practitioner,Y,2,279.0,131,22059.0,6399.45,4522.53,4632.96,65,2.2126,34.52,168.39,2.13,79.06,16.21,0.20501971984224124,Midwest,East North Central,25776.0,0.038640595903165736,0.8624689633767846,0.007409993792675356,0.03860180012414649,0.0,0.04011483550589697,0.01276381129733085,majority_white,low,high
76166,109966,1891137147,O,45331,OH,US,Clinical Laboratory,Y,8,1903.0,333,98536.36,14695.0,14402.74,14402.74,75,1.9561,43.25,295.9,5.71,51.78,7.57,0.14616675509426166,Midwest,East North Central,22041.0,0.008892518488271856,0.9586225670341636,0.00381107935211651,0.009119368449707364,0.0,0.009436958395717072,0.010117508280023592,majority_white,low,high
76919,480302,1265746002,I,29566,SC,US,Nurse Practitioner,Y,15,48.0,35,2973.0,650.45,509.14,544.18,61,0.6798,14.55,84.94,1.37,61.94,10.61,0.17125462495795493,South,South Atlantic,17603.0,0.11077657217519744,0.7895245128671249,0.011645742203033571,0.058171902516616476,0.0,0.027040845310458445,0.0028404249275691645,majority_white,low,high
78159,905697,1770669228,I,96789,HI,US,Internal Medicine,Y,6,501.0,220,59246.0,32022.81,9695.51,19572.52,74,0.9096,44.07,269.3,2.28,118.26,19.35,0.1636483475677683,West,Pacific,53734.0,0.021531990918226825,0.15762831726653515,0.00046525477351397625,0.10403096735772507,0.000372203818811181,0.4352737559087356,0.2445379089589459,no_majority,low,high
80896,864256,1174590004,I,28203,NC,US,Nurse Practitioner,Y,2,48.0,32,4456.0,1127.14,863.97,897.22,75,2.4663,27.0,139.25,1.5,92.83,18.0,0.19388913824057447,South,South Atlantic,15946.0,0.2177975667879092,0.6870688573937037,0.0012542330364981814,0.034052426940925626,0.002947447635770726,0.029976169572306536,0.02690329863288599,majority_white,low,high
81924,33589,1215357553,I,62301,IL,US,Licensed Clinical Social Worker,Y,1,59.0,13,5252.18,1168.79,916.27,923.69,68,1.2606,70.48,404.01,4.54,89.02,15.53,0.17445517861154794,Midwest,East North Central,32078.0,0.07098322838082173,0.8715007170023069,0.0012781345470415859,0.01973315044578839,0.0021821809339734395,0.010287424403017643,0.022819377766693686,majority_white,low,high
82071,776016,1669844809,I,97015,OR,US,"Psychologist, Clinical",Y,6,122.0,41,12757.0,4097.48,2414.06,2599.45,69,1.0427,58.88,311.15,2.98,104.57,19.79,0.18923414595908128,West,Pacific,23027.0,0.010292265601250706,0.7118165631649802,0.007078646805923482,0.11907760455117905,0.0027359187041299344,0.07899422417162462,0.05688973813349546,majority_white,low,high
82659,909659,1346247798,I,38652,MS,US,Internal Medicine,Y,49,2122.0,476,150308.0,30726.88,28987.1,29229.8,71,1.3637,60.9,315.77,4.46,70.83,13.66,0.1928513452377784,South,East South Central,16734.0,0.20521094777100515,0.7098123580733835,0.0,0.057069439464563165,0.0,0.004840444603800645,0.02013863989482491,majority_white,low,high
83000,629294,1386745693,I,8865,NJ,US,Cardiology,Y,1,104.0,91,5200.0,885.04,693.74,704.15,79,2.8710000000000004,7.62,57.14,1.14,50.0,6.67,0.13341153846153847,Northeast,Middle Atlantic,28846.0,0.07675240934618317,0.7740761284060181,0.0,0.10185120987311932,0.003640019413436872,0.022186784996186645,0.02149344796505581,majority_white,low,high
83239,89161,1437451002,I,45103,OH,US,Nurse Practitioner,Y,12,70.0,50,3319.0,1778.94,556.74,629.81,63,1.0490000000000002,11.13,66.38,1.4,47.41,7.95,0.16774329617354625,Midwest,East North Central,32525.0,0.018078401229823213,0.9188624135280552,0.004242890084550346,0.0179554189085319,0.006272098385857033,0.018478093774019985,0.015803228285933897,majority_white,low,high
84696,116919,1033354139,I,17033,PA,US,Pediatric Medicine,Y,1,25.0,25,1250.0,256.75,189.93,192.82,70,1.1004,7.6,50.0,1.0,50.0,7.6,0.151944,Northeast,Middle Atlantic,17568.0,0.05191256830601093,0.8528574681238615,0.00017076502732240437,0.037966757741347903,0.0004553734061930783,0.0404143897996357,0.016222677595628416,majority_white,low,high
